Total_Price,Unit_Price,District,Area,Furnished,Bedroom,Living_Room,Total_Floors,Detailed_Floor,Facing_South
50,5519,Gaochun,90.61,Other,2,2,11,5,1
80,5909,Gaochun,135.4,Other,3,2,6,5,0
51.8,5545,Gaochun,93.42,Other,3,1,16,8,0
96,8129,Gaochun,118.11,Other,4,2,10,3,1
179,8585,Gaochun,208.52,Other,4,3,8,-1,1
65,5712,Gaochun,113.8,Part Furnished,3,2,8,6,1
95,7198,Gaochun,131.99,Not Furnished,4,2,6,5,0
58.8,4757,Gaochun,123.63,Not Furnished,3,2,9,2,0
115,9756,Gaochun,117.88,Fully Furnished,3,1,6,3,1
76,5845,Gaochun,130.03,Fully Furnished,5,2,6,5,1
58,6284,Gaochun,92.31,Fully Furnished,3,2,6,5,1
54,7855,Gaochun,68.75,Fully Furnished,2,2,7,5,1
68,5793,Gaochun,117.4,Fully Furnished,3,2,6,5,1
120,10599,Gaochun,113.22,Fully Furnished,3,2,8,2,1
260,8613,Gaochun,301.89,Not Furnished,8,3,4,1,0
62,5461,Gaochun,113.55,Fully Furnished,3,2,9,7,1
68,5793,Gaochun,117.4,Fully Furnished,3,2,6,5,1
76,5845,Gaochun,130.03,Fully Furnished,5,2,6,5,1
120,10599,Gaochun,113.22,Fully Furnished,3,2,8,2,1
62,5461,Gaochun,113.55,Fully Furnished,3,2,9,7,1
105,7832,Gaochun,134.08,Other,3,2,6,3,1
400,14073,Gaochun,284.24,Other,4,2,3,1,1
115,9756,Gaochun,117.88,Fully Furnished,3,1,6,3,1
260,8613,Gaochun,301.89,Not Furnished,8,3,4,1,0
51,5921,Gaochun,86.14,Not Furnished,2,1,6,2,1
70,6660,Gaochun,105.11,Fully Furnished,3,2,6,3,1
137.5,6659,Gaochun,206.49,Fully Furnished,4,2,7,2,1
388,18758,Gaochun,206.85,Fully Furnished,6,4,5,2,0
60,6383,Gaochun,94,Other,3,2,27,6,1
42.8,5559,Gaochun,77,Other,2,1,16,12,0
75,7445,Gaochun,100.74,Fully Furnished,3,2,11,5,0
85,6797,Gaochun,125.06,Fully Furnished,3,2,6,2,1
130,8928,Gaochun,145.62,Not Furnished,4,2,7,5,1
78.8,5752,Gaochun,137,Fully Furnished,3,2,5,3,1
90,10000,Gaochun,90,Fully Furnished,2,2,7,4,1
90.8,9096,Gaochun,99.83,Fully Furnished,3,2,27,13,1
90,6737,Gaochun,133.6,Not Furnished,3,2,27,13,1
84,7910,Gaochun,106.2,Other,3,1,6,5,1
72,6337,Gaochun,113.63,Other,3,2,23,5,1
121,8894,Gaochun,136.06,Other,4,2,27,6,0
72,6962,Gaochun,103.43,Other,3,2,27,19,1
60,6473,Gaochun,92.7,Other,3,1,27,6,0
55,5815,Gaochun,94.59,Other,3,2,27,19,1
95,8361,Gaochun,113.63,Other,3,1,23,17,0
85,6445,Gaochun,131.89,Other,4,2,8,4,1
58,6284,Gaochun,92.3,Other,3,2,27,6,1
180,8598,Gaochun,209.36,Other,5,2,9,7,1
110,11939,Gaochun,92.14,Other,3,2,7,2,1
70,6949,Gaochun,100.74,Other,3,2,11,8,1
90,7151,Gaochun,125.86,Other,3,2,7,2,1
62.8,5558,Gaochun,113,Other,3,2,16,12,0
85,6406,Gaochun,132.7,Other,3,2,4,2,1
35.8,7983,Gaochun,44.85,Other,1,1,6,3,1
55,5832,Gaochun,94.31,Not Furnished,2,2,16,12,1
75,6606,Gaochun,113.55,Other,3,2,25,18,1
72.8,7129,Gaochun,102.13,Other,3,2,6,5,1
79,8043,Gaochun,98.23,Other,2,2,27,13,1
72,5811,Gaochun,123.92,Other,3,1,6,2,1
150,10284,Gaochun,145.86,Other,3,2,11,8,1
75,6358,Gaochun,117.97,Other,3,2,6,5,1
89,9458,Gaochun,94.11,Other,3,2,27,19,0
180,7071,Gaochun,254.58,Other,4,3,4,1,1
105,7014,Gaochun,149.71,Other,4,2,6,2,1
60,7693,Gaochun,78,Other,2,1,6,3,1
66,7713,Gaochun,85.58,Fully Furnished,3,2,18,4,0
89,6619,Gaochun,134.47,Other,3,2,6,3,1
60,6965,Gaochun,86.15,Other,2,2,6,5,1
100,11685,Gaochun,85.58,Other,3,2,11,5,1
55,6718,Gaochun,81.87,Other,3,1,6,3,1
38,3760,Gaochun,101.07,Other,3,2,6,3,1
108,9101,Gaochun,118.67,Other,4,2,7,4,1
68,7934,Gaochun,85.71,Other,2,2,6,5,1
45,4040,Gaochun,111.41,Other,3,2,18,9,1
96,8348,Gaochun,115,Other,3,2,5,2,1
75,6606,Gaochun,113.55,Other,3,2,25,18,1
79,8043,Gaochun,98.23,Other,2,2,27,13,1
72.8,7129,Gaochun,102.13,Other,3,2,6,5,1
72,5811,Gaochun,123.92,Other,3,1,6,2,1
55,5832,Gaochun,94.31,Not Furnished,2,2,16,12,1
68.8,6546,Gaochun,105.11,Other,3,2,6,5,1
80,8159,Gaochun,98.06,Other,3,2,18,13,1
79.8,6345,Gaochun,125.77,Other,3,2,9,2,0
190,9406,Gaochun,202,Fully Furnished,4,2,4,3,0
78,9013,Gaochun,86.55,Other,3,2,11,5,1
59.8,6594,Gaochun,90.7,Other,2,1,11,3,0
128,6125,Gaochun,209,Not Furnished,4,2,4,1,1
108,8189,Gaochun,131.89,Other,4,2,8,4,0
95,7213,Gaochun,131.71,Other,4,2,8,4,1
94,6439,Gaochun,145.99,Other,3,2,4,2,1
60,6733,Gaochun,89.12,Other,3,2,11,5,1
64,6531,Gaochun,98,Other,3,2,18,13,1
90,10466,Gaochun,86,Other,3,2,10,3,1
40,4919,Gaochun,81.32,Other,2,2,6,5,0
46.8,6110,Gaochun,76.6,Other,2,2,16,8,0
56.9,6659,Gaochun,85.45,Other,2,2,10,8,1
69.9,7827,Gaochun,89.31,Other,2,2,9,2,1
35,5649,Gaochun,61.96,Part Furnished,2,1,6,3,1
67,6772,Gaochun,98.95,Other,2,2,7,4,1
70,8750,Gaochun,80,Fully Furnished,2,1,11,8,1
110,8944,Gaochun,123,Not Furnished,3,2,8,4,1
88,7097,Gaochun,124,Not Furnished,3,2,8,6,1
128,9553,Gaochun,134,Part Furnished,3,2,10,3,1
90,6717,Gaochun,134,Fully Furnished,3,2,6,3,1
66.8,6362,Gaochun,105,Fully Furnished,3,1,6,5,1
128,9553,Gaochun,134,Part Furnished,3,2,10,3,1
135,11638,Gaochun,116,Fully Furnished,3,2,27,19,1
110,8944,Gaochun,123,Not Furnished,3,2,8,4,1
120,10133,Gaochun,118.43,Fully Furnished,4,1,8,2,1
208,10400,Gaochun,200,Not Furnished,5,2,6,5,1
90,9465,Gaochun,95.09,Fully Furnished,3,2,18,13,1
90,7378,Gaochun,122,Other,3,2,20,15,1
138,6429,Gaochun,214.66,Other,5,2,15,11,1
70,6141,Gaochun,114,Other,3,2,6,5,1
128.8,9685,Gaochun,133,Other,3,2,6,3,1
65,6843,Gaochun,95,Other,2,1,6,5,1
98,10316,Gaochun,95,Other,3,2,20,5,1
110,9963,Gaochun,110.41,Other,3,2,10,5,0
78.8,6407,Gaochun,123,Other,3,2,5,3,0
78,6312,Gaochun,123.59,Other,3,2,10,3,0
95,10088,Gaochun,94.18,Other,3,2,8,6,0
100,7143,Gaochun,140,Other,3,2,4,2,1
92,10455,Gaochun,88,Other,2,2,8,4,1
100,7634,Gaochun,131,Other,3,2,34,16,1
80,7036,Gaochun,113.71,Not Furnished,3,2,25,18,0
880,19149,Gaochun,459.57,Other,4,2,3,1,1
65,6151,Gaochun,105.69,Other,3,2,16,12,1
87,6374,Gaochun,136.51,Other,4,2,27,19,1
72,7579,Gaochun,95,Other,3,2,20,15,1
78,6296,Gaochun,123.9,Other,3,2,16,12,1
120,9449,Gaochun,127,Other,3,2,8,2,1
80,6325,Gaochun,126.49,Other,4,2,27,19,1
132,8805,Gaochun,149.93,Other,3,2,4,2,1
85,6911,Gaochun,123,Part Furnished,3,2,27,6,1
350,13046,Gaochun,268.3,Other,5,2,3,1,1
90,7143,Gaochun,126,Fully Furnished,4,2,6,5,1
108,8572,Gaochun,126,Fully Furnished,3,2,27,13,1
108,8504,Gaochun,127,Not Furnished,4,2,18,9,1
90,9352,Gaochun,96.24,Not Furnished,3,2,20,10,0
66,7589,Gaochun,86.97,Fully Furnished,3,1,9,7,1
67,7529,Gaochun,89,Fully Furnished,2,2,5,3,1
160,11348,Gaochun,141,Other,4,2,6,3,1
79.8,7980,Gaochun,100,Not Furnished,3,2,8,6,1
95,7308,Gaochun,130,Fully Furnished,3,2,6,3,1
72,7781,Gaochun,92.54,Not Furnished,2,2,25,18,1
65,8468,Gaochun,76.76,Fully Furnished,2,1,7,4,1
86,7578,Gaochun,113.5,Fully Furnished,3,2,25,12,1
86,7576,Gaochun,113.53,Not Furnished,3,2,25,12,1
90,6977,Gaochun,129,Not Furnished,3,2,18,4,0
84,7398,Gaochun,113.55,Not Furnished,3,2,25,18,0
59.8,5539,Gaochun,107.97,Not Furnished,3,2,25,18,1
68,8193,Gaochun,83,Fully Furnished,2,2,5,3,1
94,9592,Gaochun,98,Fully Furnished,3,2,8,6,1
65,7036,Gaochun,92.39,Fully Furnished,3,1,27,6,1
80,6505,Gaochun,123,Other,3,2,28,6,1
185,10572,Gaochun,175,Fully Furnished,4,1,18,9,1
81,6924,Gaochun,117,Other,3,2,11,3,1
95,6507,Gaochun,146,Other,4,2,20,15,1
65,6771,Gaochun,96,Other,2,2,27,13,1
128,9015,Gaochun,142,Other,4,2,8,2,1
130,10570,Gaochun,123,Other,4,2,8,6,1
52,5307,Gaochun,98,Other,2,1,6,5,1
95.8,7465,Gaochun,128.34,Other,3,2,29,21,1
56.8,6658,Gaochun,85.32,Other,2,2,5,3,1
160,9530,Gaochun,167.9,Other,4,2,4,2,1
65,8125,Gaochun,80,Other,2,1,6,5,1
85,6883,Gaochun,123.5,Other,3,2,6,3,1
58,7533,Gaochun,77,Part Furnished,2,1,7,5,1
30,3091,Gaochun,97.07,Other,3,2,6,5,1
176,7997,Gaochun,220.09,Other,4,2,4,1,1
139.8,9026,Gaochun,154.9,Other,4,2,8,2,1
55,5319,Gaochun,103.41,Other,3,2,6,5,1
64.8,7281,Gaochun,89,Other,2,2,6,5,1
55.8,6132,Gaochun,91,Other,2,2,6,5,1
80,6291,Gaochun,127.17,Other,4,2,27,6,0
80,6350,Gaochun,126,Other,4,2,27,6,1
80,6452,Gaochun,124,Other,3,1,6,3,1
96,7994,Gaochun,120.1,Other,3,2,17,4,1
72,7612,Gaochun,94.59,Other,3,2,27,6,0
55,6298,Gaochun,87.34,Fully Furnished,2,1,6,5,1
60,6760,Gaochun,88.76,Other,2,2,11,5,1
80,6224,Gaochun,128.55,Other,4,2,27,19,1
75,8065,Gaochun,93,Other,3,2,27,6,1
87,7711,Gaochun,112.84,Other,3,2,24,17,1
75,5695,Gaochun,131.71,Other,4,2,8,4,1
82.8,7238,Gaochun,114.4,Other,3,2,7,5,1
75,7717,Gaochun,97.2,Other,2,2,34,16,1
88,7788,Gaochun,113,Other,3,2,6,3,1
95,7724,Gaochun,123,Other,3,2,27,19,1
130,7608,Gaochun,170.88,Other,3,2,8,2,1
89,9975,Gaochun,89.23,Other,3,2,11,3,1
108,9556,Gaochun,113.02,Fully Furnished,3,2,7,5,0
52,6420,Gaochun,81,Other,2,2,6,5,1
90,6819,Gaochun,132,Other,4,2,8,6,1
160,16843,Gaochun,95,Other,3,2,5,4,1
52,6420,Gaochun,81,Other,2,2,6,5,1
98,7425,Gaochun,131.99,Other,4,2,6,3,0
102,8572,Gaochun,119,Other,3,2,6,3,1
93,7051,Gaochun,131.91,Other,4,2,23,17,0
286,40282,Gulou,71,Part Furnished,3,1,7,2,0
350,47874,Gulou,73.11,Other,2,1,26,19,0
435,63812,Gulou,68.17,Other,2,1,26,19,0
310,36709,Gulou,84.45,Fully Furnished,3,1,7,2,0
868,42554,Gulou,203.98,Fully Furnished,5,2,26,12,1
269,34643,Gulou,77.65,Part Furnished,2,1,6,2,1
730,53705,Gulou,135.93,Other,3,2,55,12,0
280,44445,Gulou,63,Fully Furnished,2,1,7,4,0
442,33959,Gulou,130.16,Other,3,2,33,15,0
155,28301,Gulou,54.77,Fully Furnished,2,1,6,3,0
549,30397,Gulou,180.61,Fully Furnished,3,2,53,11,0
188,21742,Gulou,86.47,Part Furnished,3,1,5,3,0
169,21768,Gulou,77.64,Other,3,1,5,3,0
1250,47818,Gulou,261.41,Other,5,2,53,38,0
760,49557,Gulou,153.36,Part Furnished,4,2,6,2,0
104,15328,Gulou,67.85,Fully Furnished,2,1,28,13,1
173.5,27405,Gulou,63.31,Part Furnished,2,1,7,4,1
359,70337,Gulou,51.04,Fully Furnished,2,1,6,3,1
92,20431,Gulou,45.03,Other,2,1,6,3,0
88,21221,Gulou,41.47,Part Furnished,1,1,7,4,0
183,22904,Gulou,79.9,Part Furnished,3,1,7,4,1
379,49349,Gulou,76.8,Part Furnished,3,1,6,2,0
137,21592,Gulou,63.45,Part Furnished,2,1,6,3,1
280,39983,Gulou,70.03,Fully Furnished,3,1,4,2,0
248,28808,Gulou,86.09,Other,3,1,11,5,1
570,48944,Gulou,116.46,Fully Furnished,3,2,10,8,0
118,17325,Gulou,68.11,Other,2,1,5,3,1
145,21265,Gulou,68.19,Fully Furnished,2,1,28,13,1
338,69980,Gulou,48.3,Part Furnished,2,1,7,5,0
268,31526,Gulou,85.01,Part Furnished,2,1,7,2,0
129,20303,Gulou,63.54,Fully Furnished,2,1,6,5,1
539,43419,Gulou,124.14,Part Furnished,3,1,16,8,0
618,54541,Gulou,113.31,Fully Furnished,3,2,26,6,0
435,58453,Gulou,74.42,Part Furnished,2,1,12,9,1
489,43763,Gulou,111.74,Part Furnished,4,2,7,5,0
123,23252,Gulou,52.9,Part Furnished,2,1,6,2,1
288,38695,Gulou,74.43,Fully Furnished,3,1,5,3,1
360,21333,Gulou,168.76,Part Furnished,5,2,6,5,0
505,43837,Gulou,115.2,Part Furnished,3,2,12,6,1
640,51618,Gulou,123.99,Fully Furnished,3,2,56,26,1
255,28524,Gulou,89.4,Fully Furnished,2,2,7,5,0
349,71634,Gulou,48.72,Fully Furnished,3,1,7,2,0
339,34642,Gulou,97.86,Fully Furnished,3,1,28,20,1
299,38621,Gulou,77.42,Part Furnished,3,1,7,4,0
408,38321,Gulou,106.47,Fully Furnished,3,2,32,23,0
408,40012,Gulou,101.97,Fully Furnished,2,2,55,39,1
345,41249,Gulou,83.64,Fully Furnished,3,1,6,2,1
580,54221,Gulou,106.97,Fully Furnished,3,2,25,6,0
330,46842,Gulou,70.45,Fully Furnished,3,1,7,5,0
455,67941,Gulou,66.97,Fully Furnished,3,1,7,2,1
158,30544,Gulou,51.73,Part Furnished,2,1,6,2,1
650,47215,Gulou,137.67,Fully Furnished,3,2,18,13,0
365,58928,Gulou,61.94,Fully Furnished,2,1,6,2,0
365,72392,Gulou,50.42,Part Furnished,2,1,5,3,1
330,42390,Gulou,77.85,Fully Furnished,3,2,6,2,1
99,19010,Gulou,52.08,Fully Furnished,2,1,7,4,0
518,41249,Gulou,125.58,Fully Furnished,3,2,26,19,0
429,60026,Gulou,71.47,Part Furnished,3,1,7,4,0
396,62382,Gulou,63.48,Fully Furnished,3,1,3,1,0
110,16374,Gulou,67.18,Other,1,1,57,12,1
400,72138,Gulou,55.45,Other,2,1,6,2,0
375,56054,Gulou,66.9,Fully Furnished,2,1,6,2,1
186,33745,Gulou,55.12,Part Furnished,2,1,7,4,0
399,68889,Gulou,57.92,Part Furnished,2,1,7,4,0
110,21468,Gulou,51.24,Other,2,1,6,2,1
165,27551,Gulou,59.89,Fully Furnished,2,1,21,5,0
352,32276,Gulou,109.06,Fully Furnished,3,1,11,5,1
526,60951,Gulou,86.3,Other,3,1,6,3,1
607,72366,Gulou,83.88,Other,3,1,6,3,0
528,42567,Gulou,124.04,Fully Furnished,3,2,28,13,1
341,29915,Gulou,113.99,Other,3,1,7,4,0
180,36000,Gulou,50,Other,2,1,6,3,0
255,34961,Gulou,72.94,Fully Furnished,3,1,6,2,1
330,37046,Gulou,89.08,Fully Furnished,3,1,7,4,0
105,16307,Gulou,64.39,Fully Furnished,1,1,55,39,0
890,28775,Gulou,309.3,Fully Furnished,6,2,6,5,1
355,72126,Gulou,49.22,Part Furnished,2,1,5,3,0
386,36405,Gulou,106.03,Part Furnished,2,2,57,12,1
187,26473,Gulou,70.64,Part Furnished,2,1,7,5,0
505,56312,Gulou,89.68,Fully Furnished,2,2,11,5,0
310,80000,Gulou,38.75,Part Furnished,1,1,5,4,1
145,28271,Gulou,51.29,Fully Furnished,2,1,7,4,0
515,40580,Gulou,126.91,Fully Furnished,3,1,7,4,0
550,31648,Gulou,173.79,Part Furnished,4,2,7,2,0
249,29106,Gulou,85.55,Part Furnished,3,1,4,2,0
335,67148,Gulou,49.89,Fully Furnished,2,1,6,5,0
290,35276,Gulou,82.21,Other,3,1,6,2,0
179,24875,Gulou,71.96,Fully Furnished,2,2,7,4,0
485,54735,Gulou,88.61,Fully Furnished,3,1,7,4,1
680,49423,Gulou,137.59,Not Furnished,3,2,52,24,0
205,26925,Gulou,76.14,Other,2,1,9,7,0
260,30730,Gulou,84.61,Part Furnished,3,1,7,2,0
258,25490,Gulou,101.22,Part Furnished,3,1,9,5,0
368,48080,Gulou,76.54,Fully Furnished,2,1,7,2,1
548,51674,Gulou,106.05,Other,3,1,22,10,0
480,64980,Gulou,73.87,Other,2,2,7,2,1
426,42367,Gulou,100.55,Fully Furnished,3,2,7,4,0
735,44801,Gulou,164.06,Fully Furnished,4,2,28,20,0
548,39118,Gulou,140.09,Fully Furnished,3,2,54,25,1
220,34088,Gulou,64.54,Fully Furnished,2,1,5,3,1
498,42791,Gulou,116.38,Part Furnished,3,1,10,8,0
240,41451,Gulou,57.9,Other,3,2,18,13,1
369,73948,Gulou,49.9,Other,2,1,6,2,0
280,37961,Gulou,73.76,Part Furnished,3,1,6,3,1
345,46559,Gulou,74.1,Part Furnished,3,1,6,3,1
329,66573,Gulou,49.42,Other,2,1,7,2,1
378,73613,Gulou,51.35,Fully Furnished,2,1,6,3,1
179,27796,Gulou,64.4,Fully Furnished,3,1,4,1,1
530,35862,Gulou,147.79,Other,3,1,28,13,1
478,42395,Gulou,112.75,Fully Furnished,3,1,11,3,1
290,26670,Gulou,108.74,Part Furnished,3,2,9,7,0
450,24444,Gulou,184.1,Part Furnished,3,2,32,23,0
175,26253,Gulou,66.66,Fully Furnished,2,1,11,5,0
256,36650,Gulou,69.85,Fully Furnished,3,1,6,2,0
253,31139,Gulou,81.25,Part Furnished,2,1,7,5,0
369,65507,Gulou,56.33,Fully Furnished,3,1,6,2,0
445,64456,Gulou,69.04,Part Furnished,2,1,26,12,0
598,77412,Gulou,77.25,Fully Furnished,3,1,6,3,0
546,33882,Gulou,161.15,Part Furnished,4,2,33,7,1
328,39113,Gulou,83.86,Fully Furnished,3,1,7,2,1
675,34982,Gulou,192.96,Fully Furnished,4,2,10,5,0
390,68028,Gulou,57.33,Other,2,1,7,2,0
538,42296,Gulou,127.2,Fully Furnished,3,2,17,4,1
230,34540,Gulou,66.59,Part Furnished,3,1,5,2,0
230,29933,Gulou,76.84,Other,3,1,7,5,0
540,75430,Gulou,71.59,Fully Furnished,3,1,6,5,0
174,26561,Gulou,65.51,Part Furnished,3,1,7,5,1
786,55662,Gulou,141.21,Not Furnished,3,2,33,7,0
308,39737,Gulou,77.51,Part Furnished,3,1,7,4,0
570,45513,Gulou,125.24,Not Furnished,3,2,18,13,0
535,54476,Gulou,98.21,Other,2,2,56,40,1
330,31150,Gulou,105.94,Fully Furnished,4,1,7,5,0
169,24600,Gulou,68.7,Other,3,1,7,4,1
570,55812,Gulou,102.13,Part Furnished,3,1,6,3,0
309,43589,Gulou,70.89,Not Furnished,3,1,7,4,0
180,23607,Gulou,76.25,Not Furnished,3,1,6,5,0
244,33207,Gulou,73.48,Part Furnished,3,1,7,4,1
217,26243,Gulou,82.69,Part Furnished,3,1,10,3,0
388,68334,Gulou,56.78,Fully Furnished,2,1,6,2,0
149,26485,Gulou,56.26,Fully Furnished,2,1,3,1,1
598,30754,Gulou,194.45,Fully Furnished,3,2,55,39,1
412,48580,Gulou,84.81,Other,3,1,7,5,1
366,35058,Gulou,104.4,Part Furnished,3,1,7,4,1
135,33658,Gulou,40.11,Other,1,1,6,3,1
218,25769,Gulou,84.6,Part Furnished,3,1,11,3,1
460,54259,Gulou,84.78,Other,3,1,7,4,0
165,32784,Gulou,50.33,Part Furnished,2,1,7,4,1
185,31506,Gulou,58.72,Fully Furnished,2,1,5,3,1
329,34069,Gulou,96.57,Other,4,1,7,4,1
260,35656,Gulou,72.92,Part Furnished,3,1,6,3,1
79,18116,Gulou,43.61,Part Furnished,2,1,3,1,0
330,35784,Gulou,92.22,Part Furnished,4,2,5,3,1
210,32609,Gulou,64.4,Fully Furnished,2,1,4,2,1
199,35600,Gulou,55.9,Part Furnished,2,1,6,2,0
368,34685,Gulou,106.1,Fully Furnished,3,2,32,7,1
398,53668,Gulou,74.16,Fully Furnished,3,1,6,2,0
435,34907,Gulou,124.62,Part Furnished,3,2,11,3,0
210,18009,Gulou,116.61,Fully Furnished,3,1,57,26,0
748,44655,Gulou,167.51,Other,4,2,55,39,0
415,55437,Gulou,74.86,Part Furnished,3,1,7,4,0
698,40099,Gulou,174.07,Fully Furnished,4,2,57,26,0
208,26568,Gulou,78.29,Fully Furnished,3,1,7,2,0
520,59463,Gulou,87.45,Fully Furnished,4,2,6,5,0
175,36565,Gulou,47.86,Other,2,1,5,3,0
360,49890,Gulou,72.16,Fully Furnished,2,1,6,3,1
150,29315,Gulou,51.17,Fully Furnished,2,1,7,4,0
320,53683,Gulou,59.61,Fully Furnished,2,1,7,5,0
188,33572,Gulou,56,Part Furnished,2,1,7,2,0
125,32595,Gulou,38.35,Part Furnished,2,1,7,2,1
270,26314,Gulou,102.61,Part Furnished,2,1,12,3,1
159,24833,Gulou,64.03,Part Furnished,2,1,7,2,1
350,35894,Gulou,97.51,Fully Furnished,2,1,32,23,0
152,36269,Gulou,41.91,Part Furnished,1,1,7,5,0
465,63128,Gulou,73.66,Part Furnished,2,1,7,4,0
420,78140,Gulou,53.75,Fully Furnished,2,1,7,5,0
268,34136,Gulou,78.51,Part Furnished,2,2,7,4,1
399,43047,Gulou,92.69,Part Furnished,2,1,16,12,0
73,20245,Gulou,36.06,Not Furnished,1,1,7,2,1
679,86310,Gulou,78.67,Fully Furnished,3,1,6,3,1
268,34136,Gulou,78.51,Part Furnished,2,2,7,4,1
485,85887,Gulou,56.47,Fully Furnished,2,1,6,3,0
679,86310,Gulou,78.67,Fully Furnished,3,1,6,3,1
104,20595,Gulou,50.5,Fully Furnished,2,1,7,4,0
476,62682,Gulou,75.94,Part Furnished,2,2,7,2,0
175,26714,Gulou,65.51,Part Furnished,2,2,7,5,0
119,21081,Gulou,56.45,Fully Furnished,2,1,30,14,0
350,54586,Gulou,64.12,Part Furnished,2,1,6,3,1
415,40394,Gulou,102.74,Fully Furnished,2,2,6,2,1
452,89987,Gulou,50.23,Part Furnished,2,1,7,4,0
155,30074,Gulou,51.54,Fully Furnished,1,1,7,2,1
90,18466,Gulou,48.74,Fully Furnished,1,1,57,26,1
315,49544,Gulou,63.58,Part Furnished,2,1,7,2,1
125,22199,Gulou,56.31,Part Furnished,2,1,3,1,0
520,52094,Gulou,99.82,Fully Furnished,2,1,56,40,0
109,18053,Gulou,60.38,Fully Furnished,2,1,7,4,0
189,29221,Gulou,64.68,Fully Furnished,2,1,16,12,1
125,22227,Gulou,56.24,Part Furnished,2,1,6,2,1
165,28781,Gulou,57.33,Fully Furnished,2,1,7,4,1
216,33272,Gulou,64.92,Fully Furnished,2,1,7,5,0
178,31957,Gulou,55.7,Fully Furnished,2,1,5,3,1
365,57354,Gulou,63.64,Part Furnished,3,1,7,4,1
219,34225,Gulou,63.99,Not Furnished,2,1,7,2,0
510,59289,Gulou,86.02,Part Furnished,3,2,7,4,0
350,31609,Gulou,110.73,Fully Furnished,3,2,11,5,1
570,44904,Gulou,126.94,Fully Furnished,3,2,39,28,0
428,58121,Gulou,73.64,Part Furnished,3,1,7,4,0
190,29412,Gulou,64.6,Fully Furnished,2,1,16,12,1
719,51824,Gulou,138.74,Fully Furnished,3,2,18,13,0
540,46990,Gulou,114.92,Part Furnished,3,2,27,6,0
719,51824,Gulou,138.74,Fully Furnished,3,2,18,13,0
550,39267,Gulou,140.07,Fully Furnished,3,2,55,39,1
482,53693,Gulou,89.77,Fully Furnished,3,1,29,6,1
218,43366,Gulou,50.27,Fully Furnished,2,1,6,5,1
439,66145,Gulou,66.37,Part Furnished,3,1,3,1,1
560,50849,Gulou,110.13,Fully Furnished,3,2,11,8,0
379,36422,Gulou,104.06,Fully Furnished,2,2,9,7,0
242,32276,Gulou,74.98,Part Furnished,3,1,6,3,0
225,24572,Gulou,91.57,Fully Furnished,3,2,7,4,0
539,38033,Gulou,141.72,Fully Furnished,3,1,55,39,0
84,23379,Gulou,35.93,Part Furnished,1,1,6,2,1
116,20928,Gulou,55.43,Part Furnished,2,1,6,5,1
218,32383,Gulou,67.32,Part Furnished,2,1,7,4,0
508,64410,Gulou,78.87,Fully Furnished,2,1,18,13,0
175,27747,Gulou,63.07,Part Furnished,2,1,7,5,0
399,70959,Gulou,56.23,Part Furnished,2,1,6,2,0
370,57543,Gulou,64.3,Fully Furnished,3,0,4,2,0
276,57862,Gulou,47.7,Other,2,1,6,2,1
258,36795,Gulou,70.12,Other,2,1,32,23,1
238,21481,Gulou,110.8,Part Furnished,3,1,30,14,1
108,22023,Gulou,49.04,Fully Furnished,2,1,7,5,0
100,16308,Gulou,61.32,Part Furnished,2,1,7,5,0
268,31145,Gulou,86.05,Fully Furnished,3,1,7,4,1
185,25759,Gulou,71.82,Fully Furnished,2,2,11,3,1
390,64892,Gulou,60.1,Fully Furnished,2,1,7,4,0
279,56616,Gulou,49.28,Fully Furnished,2,0,6,5,1
195,30811,Gulou,63.29,Part Furnished,2,1,5,3,1
375,56029,Gulou,66.93,Part Furnished,2,1,6,2,0
168,25226,Gulou,66.6,Part Furnished,2,1,7,4,1
108,22023,Gulou,49.04,Fully Furnished,2,1,7,5,0
185,25759,Gulou,71.82,Fully Furnished,2,2,11,3,1
335,54059,Gulou,61.97,Part Furnished,2,1,7,5,1
100,16308,Gulou,61.32,Part Furnished,2,1,7,5,0
107,16505,Gulou,64.83,Part Furnished,1,1,55,25,0
530,52921,Gulou,100.15,Other,2,2,55,25,1
360,54398,Gulou,66.18,Fully Furnished,2,1,7,5,1
260,37704,Gulou,68.96,Part Furnished,2,1,7,2,1
138,27177,Gulou,50.78,Other,2,1,5,2,0
449,63285,Gulou,70.95,Fully Furnished,2,1,56,26,0
183,36933,Gulou,49.55,Part Furnished,2,1,7,4,1
185,30777,Gulou,60.11,Other,2,1,7,4,1
289,35706,Gulou,80.94,Fully Furnished,2,2,7,4,1
195,32973,Gulou,59.14,Part Furnished,2,1,6,2,1
112,24191,Gulou,46.3,Fully Furnished,2,1,4,2,0
298,41201,Gulou,72.33,Part Furnished,2,1,7,4,0
615,34033,Gulou,180.71,Part Furnished,5,1,57,12,0
388,57998,Gulou,66.9,Other,2,1,6,5,1
138,22773,Gulou,60.6,Part Furnished,3,0,6,5,1
530,54404,Gulou,97.42,Fully Furnished,2,1,56,12,0
450,89875,Gulou,50.07,Other,2,1,6,2,0
460,81344,Gulou,56.55,Part Furnished,2,1,7,4,0
415,55915,Gulou,74.22,Fully Furnished,2,1,18,9,0
139,23429,Gulou,59.33,Other,2,1,6,5,0
168,24845,Gulou,67.62,Other,2,1,11,5,0
80,19153,Gulou,41.77,Part Furnished,1,1,5,3,1
