Total_Price,Unit_Price,District,Area,Furnished,Bedroom,Living_Room,Total_Floors,Detailed_Floor,Facing_South
198,29230,Xuanwu,67.74,Not Furnished,3,1,5,3,0
315,40625,Xuanwu,77.54,Other,2,2,11,5,1
185,32046,Xuanwu,57.73,Other,2,1,15,4,1
183,40273,Xuanwu,45.44,Other,2,1,7,4,1
209,33483,Xuanwu,62.42,Other,3,1,7,5,0
260,26202,Xuanwu,99.23,Other,2,2,11,5,0
368,55489,Xuanwu,66.32,Other,3,1,6,5,0
238,47505,Xuanwu,50.1,Other,2,1,7,5,1
375,45395,Xuanwu,82.61,Other,4,1,6,5,1
218,43375,Xuanwu,50.26,Other,2,1,7,4,1
187,32964,Xuanwu,56.73,Other,2,2,7,4,0
165,30000,Xuanwu,55,Other,2,1,6,5,1
182,23891,Xuanwu,76.18,Other,2,1,18,9,1
248,63057,Xuanwu,39.33,Other,2,1,7,5,1
205,22300,Xuanwu,91.93,Part Furnished,2,2,9,2,0
220,26491,Xuanwu,83.05,Other,2,1,11,3,1
230,25200,Xuanwu,91.27,Other,3,2,5,4,0
218,29460,Xuanwu,74,Other,2,1,6,5,1
185,24796,Xuanwu,74.61,Part Furnished,2,1,7,4,0
388,44950,Xuanwu,86.32,Other,2,2,17,4,1
145,21153,Xuanwu,68.55,Fully Furnished,2,1,18,13,0
155,23564,Xuanwu,65.78,Other,2,1,18,13,1
188,25957,Xuanwu,72.43,Other,2,1,6,5,0
156,27680,Xuanwu,56.36,Part Furnished,1,1,24,17,1
156,27311,Xuanwu,57.12,Other,2,1,6,3,1
168,24915,Xuanwu,67.43,Other,2,1,7,4,1
175,27302,Xuanwu,64.1,Other,2,1,7,4,1
245,68189,Xuanwu,35.93,Other,1,1,5,2,0
165,36741,Xuanwu,44.91,Fully Furnished,2,1,7,5,0
205,22300,Xuanwu,91.93,Part Furnished,2,2,9,2,0
210,28045,Xuanwu,74.88,Other,2,1,7,5,1
140,22632,Xuanwu,61.86,Other,2,1,7,5,1
220,26491,Xuanwu,83.05,Other,2,1,11,3,1
115,18263,Xuanwu,62.97,Other,2,1,7,5,1
368,55489,Xuanwu,66.32,Other,3,1,6,5,0
375,45395,Xuanwu,82.61,Other,4,1,6,5,1
195,38776,Xuanwu,50.29,Other,2,1,6,5,1
218,43375,Xuanwu,50.26,Other,2,1,7,4,1
375,74717,Xuanwu,50.19,Other,1,1,7,4,0
238,47505,Xuanwu,50.1,Other,2,1,7,5,1
187,32964,Xuanwu,56.73,Other,2,2,7,4,0
185,45377,Xuanwu,40.77,Other,1,1,7,2,1
245,37914,Xuanwu,64.62,Other,2,1,32,15,1
156,27680,Xuanwu,56.36,Part Furnished,1,1,24,17,1
150,22128,Xuanwu,67.79,Other,2,1,11,5,1
134,20708,Xuanwu,64.71,Fully Furnished,2,1,11,3,1
320,37223,Xuanwu,85.97,Part Furnished,2,2,10,3,0
166,31759,Xuanwu,52.27,Part Furnished,2,1,6,2,1
193,27482,Xuanwu,70.23,Other,2,2,5,3,1
125,20583,Xuanwu,60.73,Other,1,1,18,13,1
388,44950,Xuanwu,86.32,Other,2,2,17,4,1
130,20466,Xuanwu,63.52,Other,2,1,7,5,0
198,25883,Xuanwu,76.5,Other,2,1,18,4,0
310,61399,Xuanwu,50.49,Other,2,1,7,5,1
238,46567,Xuanwu,51.11,Fully Furnished,2,1,7,5,0
212,55512,Xuanwu,38.19,Other,1,1,7,5,1
185,35701,Xuanwu,51.82,Other,2,1,7,5,1
200,29878,Xuanwu,66.94,Other,2,1,7,4,1
103,20830,Xuanwu,49.45,Other,2,1,6,5,0
580,43947,Xuanwu,131.98,Other,3,2,11,5,0
175,27302,Xuanwu,64.1,Other,2,1,7,4,1
125,24178,Xuanwu,51.7,Other,2,1,6,3,0
168,24915,Xuanwu,67.43,Other,2,1,7,4,1
230,25200,Xuanwu,91.27,Other,3,2,5,4,0
185,24796,Xuanwu,74.61,Part Furnished,2,1,7,4,0
218,29460,Xuanwu,74,Other,2,1,6,5,1
420,62435,Xuanwu,67.27,Fully Furnished,3,1,3,1,1
188,25957,Xuanwu,72.43,Other,2,1,6,5,0
358,50773,Xuanwu,70.51,Other,3,1,4,2,0
145,24623,Xuanwu,58.89,Part Furnished,2,1,6,3,0
172,22590,Xuanwu,76.14,Other,2,1,18,9,0
210,31998,Xuanwu,65.63,Other,2,1,4,2,1
162,24004,Xuanwu,67.49,Other,2,1,6,5,1
310,41136,Xuanwu,75.36,Other,2,1,7,5,1
135,25987,Xuanwu,51.95,Other,2,1,5,3,1
157,25929,Xuanwu,60.55,Other,2,1,7,5,1
200,30474,Xuanwu,65.63,Other,2,1,4,2,1
230,63519,Xuanwu,36.21,Other,1,1,7,4,1
200,25800,Xuanwu,77.52,Other,2,1,7,4,1
188,27701,Xuanwu,67.87,Other,2,1,7,5,1
250,24357,Xuanwu,102.64,Part Furnished,3,1,7,4,0
210,31570,Xuanwu,66.52,Other,2,1,7,5,1
238,27723,Xuanwu,85.85,Other,3,1,16,4,0
220,45343,Xuanwu,48.52,Other,2,1,7,5,0
335,58772,Xuanwu,57,Other,1,1,5,3,0
448,43160,Xuanwu,103.8,Other,2,1,17,8,0
180,23518,Xuanwu,76.54,Part Furnished,2,1,18,4,1
160,27165,Xuanwu,58.9,Other,2,1,6,3,0
160,34745,Xuanwu,46.05,Part Furnished,2,1,7,5,1
172,34060,Xuanwu,50.5,Other,2,1,7,5,0
149,32413,Xuanwu,45.97,Part Furnished,2,1,4,2,0
189,27222,Xuanwu,69.43,Part Furnished,2,1,30,22,1
248,37165,Xuanwu,66.73,Fully Furnished,3,1,7,4,0
120,35191,Xuanwu,34.1,Other,1,1,6,3,1
110,19178,Xuanwu,57.36,Other,2,1,7,5,1
145,26451,Xuanwu,54.82,Other,2,1,7,4,1
428,48346,Xuanwu,88.53,Other,2,2,17,8,1
250,45406,Xuanwu,55.06,Part Furnished,2,1,6,5,1
135,26834,Xuanwu,50.31,Part Furnished,2,1,7,4,0
220,41362,Xuanwu,53.19,Part Furnished,2,1,6,5,1
312,57196,Xuanwu,54.55,Part Furnished,2,1,6,5,1
108,19633,Xuanwu,55.01,Other,2,1,7,5,0
380,58688,Xuanwu,64.75,Other,2,1,7,4,1
230,43136,Xuanwu,53.32,Part Furnished,2,1,7,5,0
107,27158,Xuanwu,39.4,Fully Furnished,1,1,7,5,0
418,63837,Xuanwu,65.48,Other,2,1,7,2,0
435,48609,Xuanwu,89.49,Other,2,2,6,3,0
115,24995,Xuanwu,46.01,Fully Furnished,2,1,5,3,1
170,34808,Xuanwu,48.84,Other,2,1,4,3,0
205,46591,Xuanwu,44,Other,2,1,5,3,0
232,35797,Xuanwu,64.81,Other,2,1,6,3,1
190,33718,Xuanwu,56.35,Other,2,1,7,4,0
185,27808,Xuanwu,66.53,Other,2,1,7,2,1
130,21923,Xuanwu,59.3,Fully Furnished,2,1,7,5,1
113,18607,Xuanwu,60.73,Other,2,1,18,9,1
160,34745,Xuanwu,46.05,Part Furnished,2,1,7,5,1
160,27165,Xuanwu,58.9,Other,2,1,6,3,0
180,23518,Xuanwu,76.54,Part Furnished,2,1,18,4,1
178,26254,Xuanwu,67.8,Other,3,1,7,5,0
90,23377,Xuanwu,38.5,Part Furnished,1,1,6,3,0
220,31224,Xuanwu,70.46,Other,2,1,18,9,0
148,29990,Xuanwu,49.35,Part Furnished,2,1,6,5,0
300,41912,Xuanwu,71.58,Other,2,2,7,4,0
178,29588,Xuanwu,60.16,Part Furnished,2,1,32,23,0
140,23770,Xuanwu,58.9,Fully Furnished,2,1,6,2,0
169,26980,Xuanwu,62.64,Not Furnished,2,1,7,4,0
224,26972,Xuanwu,83.05,Other,2,1,11,3,0
478,46117,Xuanwu,103.65,Other,3,2,11,5,0
290,46745,Xuanwu,62.04,Part Furnished,2,1,7,2,0
150,31990,Xuanwu,46.89,Other,1,1,32,23,1
435,64685,Xuanwu,67.25,Other,2,1,7,2,1
186,34976,Xuanwu,53.18,Other,2,1,6,5,0
243,32693,Xuanwu,74.33,Fully Furnished,2,1,32,15,1
162,39736,Xuanwu,40.77,Other,1,1,7,4,1
220,30295,Xuanwu,72.62,Other,2,1,6,3,1
179,26235,Xuanwu,68.23,Other,2,1,7,4,0
240,25451,Xuanwu,94.3,Other,2,2,10,5,1
250,28789,Xuanwu,86.84,Other,2,2,18,13,0
150,25984,Xuanwu,57.73,Part Furnished,2,1,15,4,1
175,27647,Xuanwu,63.3,Other,2,1,6,5,0
228,29981,Xuanwu,76.05,Fully Furnished,2,1,7,4,1
350,47985,Xuanwu,72.94,Other,2,1,6,3,0
260,62351,Xuanwu,41.7,Other,1,1,7,4,0
139,22724,Xuanwu,61.17,Other,2,1,6,5,1
240,35683,Xuanwu,67.26,Other,2,1,7,4,1
290,35199,Xuanwu,82.39,Other,3,1,6,5,1
200,26807,Xuanwu,74.61,Part Furnished,2,1,7,5,0
220,30295,Xuanwu,72.62,Other,2,1,6,3,1
159,23917,Xuanwu,66.48,Other,2,1,7,5,0
495,55117,Xuanwu,89.81,Fully Furnished,3,2,11,5,1
268,38606,Xuanwu,69.42,Other,2,2,7,4,1
118,19697,Xuanwu,59.91,Other,2,1,7,5,0
338,37147,Xuanwu,90.99,Other,2,1,18,13,1
172,32253,Xuanwu,53.33,Part Furnished,2,1,7,2,1
293,65991,Xuanwu,44.4,Part Furnished,1,1,7,2,1
302,46065,Xuanwu,65.56,Other,2,1,7,5,1
196,37171,Xuanwu,52.73,Other,2,1,7,4,0
140,31833,Xuanwu,43.98,Other,1,1,7,5,0
109,17485,Xuanwu,62.34,Part Furnished,2,1,7,5,1
189,30772,Xuanwu,61.42,Other,2,1,32,23,0
185,42267,Xuanwu,43.77,Fully Furnished,2,0,4,3,1
149,24463,Xuanwu,60.91,Other,2,1,6,3,0
248,26344,Xuanwu,94.14,Other,2,1,24,11,0
428,40762,Xuanwu,105,Other,3,2,7,2,0
460,51403,Xuanwu,89.49,Other,2,2,5,3,0
199,44490,Xuanwu,44.73,Part Furnished,2,1,7,5,0
132,28127,Xuanwu,46.93,Other,2,1,6,2,0
360,35044,Xuanwu,102.73,Part Furnished,2,1,26,12,0
246,35219,Xuanwu,69.85,Other,2,1,32,15,0
238,48992,Xuanwu,48.58,Part Furnished,2,1,6,5,0
190,32435,Xuanwu,58.58,Other,2,1,7,4,1
178,26254,Xuanwu,67.8,Other,3,1,7,5,0
300,49917,Xuanwu,60.1,Part Furnished,2,1,7,4,0
290,32658,Xuanwu,88.8,Other,2,1,11,3,1
155,33057,Xuanwu,46.89,Other,1,1,32,23,1
232,35797,Xuanwu,64.81,Other,2,1,6,3,1
239,25063,Xuanwu,95.36,Other,2,1,11,3,1
113,18607,Xuanwu,60.73,Other,2,1,18,9,1
243,32693,Xuanwu,74.33,Fully Furnished,2,1,32,15,1
140,29487,Xuanwu,47.48,Other,2,1,5,3,0
270,68182,Xuanwu,39.6,Other,1,1,6,5,1
500,46310,Xuanwu,107.97,Other,3,1,11,5,0
120,25457,Xuanwu,47.14,Other,2,1,7,5,1
420,64250,Xuanwu,65.37,Part Furnished,2,1,7,5,0
199,27981,Xuanwu,71.12,Other,3,1,4,3,0
308,40634,Xuanwu,75.8,Other,2,1,33,24,0
179,26235,Xuanwu,68.23,Other,2,1,7,4,0
290,46745,Xuanwu,62.04,Part Furnished,2,1,7,2,0
139,22724,Xuanwu,61.17,Other,2,1,6,5,1
148,29990,Xuanwu,49.35,Part Furnished,2,1,6,5,0
90,23377,Xuanwu,38.5,Part Furnished,1,1,6,3,0
220,31224,Xuanwu,70.46,Other,2,1,18,9,0
300,41912,Xuanwu,71.58,Other,2,2,7,4,0
178,29588,Xuanwu,60.16,Part Furnished,2,1,32,23,0
150,31990,Xuanwu,46.89,Other,1,1,32,23,1
205,46591,Xuanwu,44,Other,2,1,5,3,0
189,27222,Xuanwu,69.43,Part Furnished,2,1,30,22,1
248,37165,Xuanwu,66.73,Fully Furnished,3,1,7,4,0
149,32413,Xuanwu,45.97,Part Furnished,2,1,4,2,0
172,34060,Xuanwu,50.5,Other,2,1,7,5,0
145,26451,Xuanwu,54.82,Other,2,1,7,4,1
248,26344,Xuanwu,94.14,Other,2,1,24,11,0
109,17485,Xuanwu,62.34,Part Furnished,2,1,7,5,1
160,28613,Xuanwu,55.92,Part Furnished,2,1,6,3,1
220,55042,Xuanwu,39.97,Other,2,1,4,3,1
166,33475,Xuanwu,49.59,Other,2,1,7,5,0
118,21377,Xuanwu,55.2,Other,2,1,7,4,1
99,22193,Xuanwu,44.61,Other,2,1,6,2,1
175,29221,Xuanwu,59.89,Fully Furnished,2,1,32,7,1
189,30772,Xuanwu,61.42,Other,2,1,32,23,0
199,44490,Xuanwu,44.73,Part Furnished,2,1,7,5,0
302,46065,Xuanwu,65.56,Other,2,1,7,5,1
246,35219,Xuanwu,69.85,Other,2,1,32,15,0
99.9,15691,Xuanwu,63.67,Part Furnished,2,1,7,5,1
308,54093,Xuanwu,56.94,Part Furnished,2,1,7,5,1
239,25063,Xuanwu,95.36,Other,2,1,11,3,1
113,18607,Xuanwu,60.73,Other,2,1,18,9,1
190,33718,Xuanwu,56.35,Other,2,1,7,4,0
145,25669,Xuanwu,56.49,Fully Furnished,2,1,4,3,0
155,33057,Xuanwu,46.89,Other,1,1,32,23,1
280,55402,Xuanwu,50.54,Other,2,1,6,5,0
75,17811,Xuanwu,42.11,Other,1,1,6,2,1
130,21923,Xuanwu,59.3,Fully Furnished,2,1,7,5,1
120,35191,Xuanwu,34.1,Other,1,1,6,3,1
110,19178,Xuanwu,57.36,Other,2,1,7,5,1
185,27808,Xuanwu,66.53,Other,2,1,7,2,1
225,29668,Xuanwu,75.84,Part Furnished,2,1,28,6,0
220,33078,Xuanwu,66.51,Other,2,1,7,4,1
170,26267,Xuanwu,64.72,Part Furnished,2,1,7,4,0
155,23694,Xuanwu,65.42,Part Furnished,2,1,7,4,1
148,32592,Xuanwu,45.41,Other,2,1,5,3,1
219,34532,Xuanwu,63.42,Fully Furnished,3,1,7,4,0
92,21326,Xuanwu,43.14,Other,1,1,7,2,0
357,56884,Xuanwu,62.76,Other,3,1,5,3,1
265,32846,Yuhuatai,80.68,Fully Furnished,2,2,18,9,1
398,43051,Yuhuatai,92.45,Fully Furnished,3,1,27,6,1
125,15317,Yuhuatai,81.61,Other,3,1,32,23,0
135,15760,Yuhuatai,85.66,Part Furnished,3,2,18,4,0
235,17358,Yuhuatai,135.39,Part Furnished,4,1,32,7,0
132,14802,Yuhuatai,89.18,Fully Furnished,3,2,11,8,1
145,16938,Yuhuatai,85.61,Part Furnished,3,1,19,9,1
162,18583,Yuhuatai,87.18,Fully Furnished,3,1,27,6,1
265,30231,Yuhuatai,87.66,Fully Furnished,3,1,27,6,1
112,15075,Yuhuatai,74.3,Other,2,2,34,24,1
151,17485,Yuhuatai,86.36,Other,3,1,19,4,0
275,32011,Yuhuatai,85.91,Other,2,1,11,5,0
228,39182,Yuhuatai,58.19,Part Furnished,2,1,6,3,0
409,45894,Yuhuatai,89.12,Fully Furnished,3,2,25,18,1
148,14510,Yuhuatai,102,Fully Furnished,3,1,33,7,1
159,18135,Yuhuatai,87.68,Part Furnished,3,2,24,17,1
500,36838,Yuhuatai,135.73,Other,3,2,10,8,0
338,37644,Yuhuatai,89.79,Not Furnished,3,2,31,14,1
580,48491,Yuhuatai,119.61,Fully Furnished,3,2,17,8,0
220,20311,Yuhuatai,108.32,Fully Furnished,3,2,31,14,1
500,44985,Yuhuatai,111.15,Fully Furnished,3,1,18,13,1
185,18680,Yuhuatai,99.04,Fully Furnished,3,2,33,24,1
165,18712,Yuhuatai,88.18,Part Furnished,3,2,34,7,0
122,15696,Yuhuatai,77.73,Other,2,1,11,3,1
378,31932,Yuhuatai,118.38,Other,3,2,18,4,0
330,27741,Yuhuatai,118.96,Fully Furnished,3,1,25,12,0
439,38145,Yuhuatai,115.09,Fully Furnished,3,2,33,15,1
560,40645,Yuhuatai,137.78,Fully Furnished,3,2,9,5,0
380,37395,Yuhuatai,101.62,Other,3,2,28,6,0
478,34419,Yuhuatai,138.88,Fully Furnished,3,2,8,2,0
273,30647,Yuhuatai,89.08,Fully Furnished,2,2,11,5,0
156,17608,Yuhuatai,88.6,Part Furnished,3,1,26,12,1
169,22331,Yuhuatai,75.68,Part Furnished,2,1,6,2,0
163,18625,Yuhuatai,87.52,Other,3,1,32,23,0
185,21160,Yuhuatai,87.43,Part Furnished,3,1,26,12,0
266,28557,Yuhuatai,93.15,Other,3,1,11,5,0
385,37917,Yuhuatai,101.54,Other,3,2,33,7,0
329,37167,Yuhuatai,88.52,Fully Furnished,3,2,31,22,1
258,44769,Yuhuatai,57.63,Fully Furnished,2,1,6,5,0
355,31297,Yuhuatai,113.43,Other,3,2,11,5,0
205,18061,Yuhuatai,113.51,Fully Furnished,4,2,32,15,1
139,15559,Yuhuatai,89.34,Not Furnished,3,2,20,15,0
390,32490,Yuhuatai,120.04,Fully Furnished,3,2,7,2,0
485,39981,Yuhuatai,121.31,Fully Furnished,3,2,27,19,1
248,29581,Yuhuatai,83.84,Other,3,1,18,13,0
640,44976,Yuhuatai,142.3,Other,4,2,17,4,1
199,29052,Yuhuatai,68.5,Fully Furnished,2,2,9,7,0
499,34859,Yuhuatai,143.15,Fully Furnished,3,1,34,7,0
515,39257,Yuhuatai,131.19,Fully Furnished,4,2,33,24,0
175,19717,Yuhuatai,88.76,Fully Furnished,3,1,26,12,1
415,33506,Yuhuatai,123.86,Other,3,2,34,7,0
498,34692,Yuhuatai,143.55,Fully Furnished,3,1,34,24,0
420,30013,Yuhuatai,139.94,Part Furnished,3,1,11,3,0
186,26817,Yuhuatai,69.36,Fully Furnished,2,1,8,6,0
445,37883,Yuhuatai,117.47,Other,3,2,11,3,1
178,19989,Yuhuatai,89.05,Other,3,1,33,7,1
555,44536,Yuhuatai,124.62,Fully Furnished,3,2,29,21,0
375,41961,Yuhuatai,89.37,Fully Furnished,3,2,18,13,1
419,37748,Yuhuatai,111,Fully Furnished,3,1,25,12,0
588,39865,Yuhuatai,147.5,Part Furnished,3,2,9,5,0
189,16467,Yuhuatai,114.78,Fully Furnished,3,2,24,5,1
200,18812,Yuhuatai,106.32,Fully Furnished,3,2,30,14,0
140,15671,Yuhuatai,89.34,Part Furnished,3,2,20,10,0
410,36200,Yuhuatai,113.26,Part Furnished,3,2,11,3,0
169,19306,Yuhuatai,87.54,Not Furnished,3,2,26,6,0
399,36349,Yuhuatai,109.77,Other,3,2,26,6,1
150,17446,Yuhuatai,85.98,Part Furnished,3,2,27,19,0
149,17423,Yuhuatai,85.52,Fully Furnished,3,1,27,13,1
156,17917,Yuhuatai,87.07,Other,3,1,30,14,1
285,29756,Yuhuatai,95.78,Part Furnished,4,2,18,13,0
230,16033,Yuhuatai,143.46,Not Furnished,4,2,9,7,0
328,30348,Yuhuatai,108.08,Other,3,2,18,13,1
499,42089,Yuhuatai,118.56,Other,3,2,27,13,0
110,11232,Yuhuatai,97.94,Fully Furnished,3,2,6,3,1
505,42552,Yuhuatai,118.68,Fully Furnished,3,2,11,5,0
146,17346,Yuhuatai,84.17,Fully Furnished,3,1,30,7,1
232,18560,Yuhuatai,125,Fully Furnished,4,2,31,22,1
123,14468,Yuhuatai,85.02,Other,3,2,26,19,1
355,31694,Yuhuatai,112.01,Fully Furnished,3,2,11,3,1
135,19651,Yuhuatai,68.7,Other,2,2,18,4,1
145,16315,Yuhuatai,88.88,Fully Furnished,3,1,32,23,1
150,24984,Yuhuatai,60.04,Fully Furnished,2,1,11,8,1
164,18569,Yuhuatai,88.32,Fully Furnished,3,2,18,13,0
110,21839,Yuhuatai,50.37,Part Furnished,2,1,7,4,1
160,42206,Yuhuatai,37.91,Fully Furnished,2,1,5,3,0
229,24075,Yuhuatai,95.12,Fully Furnished,2,2,7,5,0
136,15796,Yuhuatai,86.1,Not Furnished,3,1,18,13,0
86,14090,Yuhuatai,61.04,Fully Furnished,2,1,11,3,1
99,19804,Yuhuatai,49.99,Part Furnished,2,1,6,5,1
169,25149,Yuhuatai,67.2,Part Furnished,2,1,7,4,0
162,18515,Yuhuatai,87.5,Other,3,1,28,13,1
458,28543,Yuhuatai,160.46,Part Furnished,4,2,6,5,0
401,34922,Yuhuatai,114.83,Fully Furnished,4,2,18,4,0
239,25653,Yuhuatai,93.17,Part Furnished,3,1,7,5,1
279,36371,Yuhuatai,76.71,Part Furnished,3,2,6,2,1
325,37348,Yuhuatai,87.02,Fully Furnished,3,2,32,7,1
669,49978,Yuhuatai,133.86,Fully Furnished,3,2,11,5,1
240,27076,Yuhuatai,88.64,Fully Furnished,2,2,18,9,1
90,15291,Yuhuatai,58.86,Other,2,1,27,6,1
198,29046,Yuhuatai,68.17,Fully Furnished,2,1,15,11,0
200,25016,Yuhuatai,79.95,Part Furnished,2,1,15,11,0
326,36762,Yuhuatai,88.68,Part Furnished,2,2,19,9,0
105,15249,Yuhuatai,68.86,Other,2,1,27,6,1
140,24881,Yuhuatai,56.27,Part Furnished,2,1,4,2,0
75,17495,Yuhuatai,42.87,Other,1,1,6,2,1
54,9350,Yuhuatai,57.76,Fully Furnished,2,1,6,5,1
132,18756,Yuhuatai,70.38,Other,2,1,6,2,1
88,15434,Yuhuatai,57.02,Other,2,1,34,16,1
122,23381,Yuhuatai,52.18,Fully Furnished,2,1,6,3,1
115,15375,Yuhuatai,74.8,Part Furnished,2,1,18,4,1
225,25537,Yuhuatai,88.11,Part Furnished,3,2,7,2,0
245,29469,Yuhuatai,83.14,Fully Furnished,2,2,18,13,1
150,17256,Yuhuatai,86.93,Part Furnished,3,2,27,13,0
139.5,20419,Yuhuatai,68.32,Fully Furnished,2,1,18,13,1
288,36475,Yuhuatai,78.96,Fully Furnished,3,2,6,3,0
119,21700,Yuhuatai,54.84,Part Furnished,2,1,18,9,1
142,19654,Yuhuatai,72.25,Other,2,1,6,2,1
188,27446,Yuhuatai,68.5,Fully Furnished,2,2,9,2,0
190,21330,Yuhuatai,89.08,Other,2,1,17,12,1
298,35826,Yuhuatai,83.18,Fully Furnished,2,2,34,7,1
299,38822,Yuhuatai,77.02,Fully Furnished,2,2,27,6,1
85,14908,Yuhuatai,57.02,Other,2,1,34,16,1
103,15219,Yuhuatai,67.68,Part Furnished,2,1,34,16,1
278,31681,Yuhuatai,87.75,Other,2,2,18,9,1
390,42309,Yuhuatai,92.18,Fully Furnished,2,1,10,8,0
328,42587,Yuhuatai,77.02,Fully Furnished,2,1,27,13,1
179,27007,Yuhuatai,66.28,Part Furnished,2,1,16,8,0
132,15461,Yuhuatai,85.38,Other,3,1,27,6,1
260,43219,Yuhuatai,60.16,Part Furnished,2,1,6,2,0
328,35637,Yuhuatai,92.04,Fully Furnished,2,2,6,2,0
85,14822,Yuhuatai,57.35,Not Furnished,2,1,34,7,0
249,28267,Yuhuatai,88.09,Other,3,2,6,5,0
222,19420,Yuhuatai,114.32,Not Furnished,3,1,26,19,0
385,29397,Yuhuatai,130.97,Other,3,2,18,13,0
124,14321,Yuhuatai,86.59,Fully Furnished,3,2,27,19,0
399,31502,Yuhuatai,126.66,Fully Furnished,3,2,18,13,1
140,15899,Yuhuatai,88.06,Other,3,2,11,5,1
145,16648,Yuhuatai,87.1,Fully Furnished,3,1,27,13,1
322,35814,Yuhuatai,89.91,Fully Furnished,3,2,33,24,0
545,45569,Yuhuatai,119.6,Fully Furnished,3,1,18,9,1
438,32832,Yuhuatai,133.41,Fully Furnished,4,2,10,3,0
538,42107,Yuhuatai,127.77,Other,4,2,18,4,1
426,38809,Yuhuatai,109.77,Fully Furnished,3,2,26,12,1
498,37725,Yuhuatai,132.01,Other,3,2,11,5,1
285,19607,Yuhuatai,145.36,Other,4,2,26,19,0
178,20239,Yuhuatai,87.95,Other,3,2,34,16,1
368,31989,Yuhuatai,115.04,Part Furnished,3,2,11,5,0
415,37615,Yuhuatai,110.33,Fully Furnished,3,1,32,15,1
194,22228,Yuhuatai,87.28,Fully Furnished,3,2,34,24,1
160,18286,Yuhuatai,87.5,Fully Furnished,3,2,28,20,1
190,16644,Yuhuatai,114.16,Not Furnished,3,1,33,15,0
155,16640,Yuhuatai,93.15,Part Furnished,3,2,32,7,1
360,36236,Yuhuatai,99.35,Other,2,2,10,3,1
155,21164,Yuhuatai,73.24,Fully Furnished,2,1,7,2,1
176,29442,Yuhuatai,59.78,Fully Furnished,2,1,6,3,1
140,23195,Yuhuatai,60.36,Fully Furnished,2,1,6,5,1
169,22928,Yuhuatai,73.71,Fully Furnished,2,1,6,3,1
370,38562,Yuhuatai,95.95,Fully Furnished,2,2,11,5,1
125,13494,Yuhuatai,92.64,Fully Furnished,2,1,24,17,1
256,27824,Yuhuatai,92.01,Fully Furnished,3,2,28,13,1
170,24252,Yuhuatai,70.1,Part Furnished,3,1,6,3,0
110,14268,Yuhuatai,77.1,Other,2,1,27,19,1
117,12980,Yuhuatai,90.14,Part Furnished,3,1,11,5,1
98,26595,Yuhuatai,36.85,Other,1,1,29,21,0
239,29430,Yuhuatai,81.21,Other,2,2,18,9,1
109,24517,Yuhuatai,44.46,Part Furnished,3,1,5,2,1
235,30679,Yuhuatai,76.6,Other,2,2,5,3,1
120,17498,Yuhuatai,68.58,Other,2,1,34,16,1
85,14651,Yuhuatai,58.02,Part Furnished,2,1,27,6,1
128,25843,Yuhuatai,49.53,Part Furnished,2,1,7,2,0
128,19948,Yuhuatai,64.17,Other,2,1,11,5,0
145,19680,Yuhuatai,73.68,Fully Furnished,2,2,18,4,0
265,31874,Yuhuatai,83.14,Fully Furnished,2,1,18,9,1
175,21670,Yuhuatai,80.76,Other,2,1,15,4,1
399,37878,Yuhuatai,105.34,Other,3,2,11,8,0
310,35897,Yuhuatai,86.36,Not Furnished,3,1,32,7,0
515,44605,Yuhuatai,115.46,Fully Furnished,3,2,20,10,1
185,21054,Yuhuatai,87.87,Fully Furnished,3,2,18,13,1
430,36392,Yuhuatai,118.16,Fully Furnished,3,1,11,3,0
95,25388,Yuhuatai,37.42,Fully Furnished,1,1,29,6,0
110,14665,Yuhuatai,75.01,Other,2,1,34,16,1
326,27242,Yuhuatai,119.67,Fully Furnished,4,1,6,3,1
71,11632,Yuhuatai,61.04,Not Furnished,2,1,11,5,1
145,26374,Yuhuatai,54.98,Part Furnished,2,1,5,3,1
115,21548,Yuhuatai,53.37,Fully Furnished,1,1,18,4,1
115,14721,Yuhuatai,78.12,Other,2,1,34,24,1
65,11784,Yuhuatai,55.16,Other,2,1,6,3,0
102,17939,Yuhuatai,56.86,Other,2,1,34,24,1
760,38180,Yuhuatai,199.06,Other,4,2,32,15,0
750,37129,Yuhuatai,202,Fully Furnished,4,2,8,6,1
94,16801,Yuhuatai,55.95,Part Furnished,1,1,18,13,1
51,8765,Yuhuatai,58.19,Part Furnished,2,2,6,5,1
460,35035,Yuhuatai,131.3,Other,4,1,28,6,0
136,15877,Yuhuatai,85.66,Fully Furnished,3,2,18,4,1
385,37917,Yuhuatai,101.54,Other,3,2,33,15,0
388,34811,Yuhuatai,111.46,Fully Furnished,3,2,25,6,0
155,17628,Yuhuatai,87.93,Fully Furnished,3,2,32,15,0
410,44306,Yuhuatai,92.54,Other,3,1,22,10,1
190,21643,Yuhuatai,87.79,Part Furnished,2,1,11,5,1
89.9,13954,Yuhuatai,64.43,Fully Furnished,2,1,33,15,1
107,14280,Yuhuatai,74.93,Not Furnished,2,2,34,7,0
338,34871,Yuhuatai,96.93,Part Furnished,3,1,11,8,0
460,47743,Yuhuatai,96.35,Fully Furnished,3,1,18,9,1
98,10992,Yuhuatai,89.16,Not Furnished,3,2,11,3,0
86,12622,Yuhuatai,68.14,Part Furnished,2,2,17,8,1
420,28473,Yuhuatai,147.51,Part Furnished,4,2,18,13,1
